Original,Detected language,Detected language score,Translation,PostID
Po co się głowić? W Windows 10 masz superinteligentny kalkulator. Obliczania i przeliczanie walut  objętości  wymiarów i wszystkiego  co udało się programistom wcisnąć to dla niego bułka z masłem. A teraz raz-dwa: rozwiąż nasz quiz Windows i wygraj Surface Laptop Go 👉 http://msft.it/6181pPVe7,pl,1.0,"Why bother? In Windows 10, you have a super-smart calculator. Calculating and converting currencies of the volume of dimensions and everything that the programmers managed to squeeze is a piece of cake for him. And now one-two: take our Windows quiz and win a Surface Laptop Go 👉 http://msft.it/6181pPVe7",1619317911588868
"W czasach globalnych zmian i niepewności  kluczowe jest szerokie podejście do sprzedaży.
Obejrzyj nasze webinarium i dowiedz się  jak stawiać potrzeby klientów na pierwszym miejscu  korzystając z technik sprzedaży opartych na współpracy (EN).",pl,1.0,"In times of global change and uncertainty, a broad approach to sales is crucial.
Watch our webinar and learn how to put customer needs first using collaborative sales techniques.",1625004474353545
"Sztuczna inteligencja może gruntownie przekształcić Twoją organizację.
Poznaj najlepsze zasady i praktyki umożliwiające wdrożenie odpowiedzialnej sztucznej inteligencji  która pozwoli na osiągnięcie najlepszych wyników (EN).",pl,1.0,"Artificial intelligence can fundamentally transform your organization.
Learn the best principles and practices enabling the implementation of responsible artificial intelligence that will allow you to achieve the best results ( EN).",1624208527766473
Nie uciekaj z pola bitwy! Wciśnij klawisz Windows+G i udostępnij wideo z gry lub wspólne chwile z przyjaciółmi. Game Bar w Windows 10 potrafi tego znacznie więcej! Dobrze to wiesz? W takim razie rozwiąż nasz quiz Windows i wygraj Surface Laptop Go 👉 http://msft.it/6187pPVeP,pl,1.0,Don't run away from the battlefield! Press Windows+G and share your game video or shared moments with friends. Game Bar in Windows 10 can do much more! Do you know that? Then take our Windows quiz and win a Surface Laptop Go 👉 http://msft.it/6187pPVeP,1619317504922242
"Aby pomóc naszym klientom odnaleźć się w dzisiejszych czasach  zapytaliśmy pracowników i liderów największych firm europejskich o ich dotychczasowe doświadczenia i przemyślenia na temat pracy zdalnej.

Dowiedz się więcej o badaniu i oczekiwaniach wobec przyszłości pracy (EN):",pl,1.0,"To help our clients find their way around today, we asked employees and leaders of the largest European companies about their previous experiences and thoughts on remote work.

Learn more about research and expectations for the future of work:",1623545264499466
Niezależnie od tego  czy korzystasz z Surface w domowym biurze  kuchni czy salonie  zawsze masz do dyspozycji wydajność pozwalającą osiągać zakładane cele  ekran dotykowy w wysokiej rozdzielczości i technologię Dolby® Audio™  by cieszyć się muzyką i ulubionymi programami  kamery HD umożliwiające pozostawanie w kontakcie oraz dobrze znany system Windows. 👉 http://msft.it/6188pPVNY,pl,0.98,"Whether you're using Surface in your home kitchen office or living room, you always have the performance to achieve your goals with a high-resolution touchscreen and Dolby® Audio™ to enjoy music and your favorite HD camera shows for staying connected, and the familiar Windows. 👉 http://msft.it/6188pPVNY",1619335248253801
Cyfryzacja na rynku energetyki to wielka szansa  a jednocześnie duże wyzwanie. Konrad Napieralski z Microsoft opowiadał na konferencji Impact’20  jak zaawansowane przetwarzanie danych może pomagać w optymalizowaniu procesów i dobieraniu odpowiednich produktów dla usługobiorców. Zobacz  kto stał się naszym nowym partnerem w zakresie wykorzystania technologii chmurowej i jakie inwestycje zbliżają nas do ulepszenia sytuacji firm energetycznych w Polsce.,pl,1.0,Digitization on the energy market is a great opportunity and at the same time a big challenge. Konrad Napieralski from Microsoft talked at the Impact'20 conference how advanced data processing can help in optimizing processes and choosing the right products for service recipients. See who has become our new partner in the use of cloud technology and what investments bring us closer to improving the situation of energy companies in Poland.,1621850378002288
Dzięki funkcji dynamicznej blokady  Windows 10 wyloguje Cię  kiedy tylko odejdziesz od komputera z telefonem z Androidem. Dobrze to wiesz? W takim razie rozwiąż nasz quiz Windows i wygraj Surface Laptop Go 👉 http://msft.it/6181pPVdU,pl,1.0,"With the dynamic lock feature, Windows 10 will log you out as soon as you leave your Android phone computer. Do you know that? Then take our Windows quiz and win a Surface Laptop Go 👉 http://msft.it/6181pPVdU",1619317138255612
W Windows 10 pstrykniesz palcami i już jesteś na innym pulpicie. No  może nie palcami  ale sprawę załatwia klawisz Windows+ctrl+strzałka w bok. Dobrze to wiesz? W takim razie rozwiąż nasz quiz Windows i wygraj Surface Laptop Go 👉 http://msft.it/6186pPVdG,pl,1.0,"In Windows 10, you snap your fingers and you're already on another desktop. Well, maybe not with your fingers, but the matter is taken care of by the Windows key + ctrl + side arrow. Do you know that? Then take our Windows quiz and win a Surface Laptop Go 👉 http://msft.it/6186pPVdG",1619316818255644
"Rozwój i optymalizacja procesów to główne priorytety dla firm.
A gdyby tak wykorzystać istniejące wyzwania  aby lepiej przewidzieć przyszłość?
Zobacz  jak możesz zmienić potencjał swojej firmy za pomocą sztucznej inteligencji (EN).",pl,1.0,"The development and optimization of processes are the main priorities for companies.
What if we could use the existing challenges to better predict the future?
See how you can change the potential of your company with artificial intelligence.",1618766214977371
"Chcesz się dowiedzieć  w jaki sposób AI może usprawnić codzienne życie osób niewidomych?
Posłuchaj rozmowy na temat mobilnej aplikacji AI  dzięki której osoby niepełnosprawne staną się bardziej niezależne #thatsAI",pl,1.0,"Do you want to know how AI can improve the daily lives of blind people?
Listen to the conversation about the mobile AI application that will make people with disabilities more independent #thatsAI",1614005372120122
"Dzięki nowoczesnemu urządzeniu i pamięci OneDrive  możesz…

Niezawodny i kompaktowy laptop z procesorem Intel Core 10 Gen i systemem Windows 10 ułatwi Ci codzienne zadania. Sprawdź! 👉 http://msft.it/6184pKpRg",pl,1.0,"With a modern device and OneDrive storage, you can...

A reliable and compact laptop with an Intel Core 10 Gen processor and Windows 10 will make your daily tasks easier. Check! 👉 http://msft.it/6184pKpRg",1612302588957067
"Microsoft jest na pierwszym miejscu wśród dostawców usług chmurowych dla przedsiębiorców w Polsce. Cieszymy się z tego osiągnięcia  ale wiemy  ile mamy jeszcze do zrobienia.
Rozwój naszych klientów jest dla nas najważniejszy dlatego stale doskonalimy nasze usługi.
O chmurze  jej możliwościach i przyszłości szczególnie w branży e-commerce mówiliśmy podczas konferencji Impact'20:",pl,1.0,"Microsoft is in the first place among cloud service providers for entrepreneurs in Poland. We are happy with this achievement, but we know how much we still have to do.
The development of our customers is the most important for us, which is why we are constantly improving our services.
We talked about the cloud's capabilities and future, especially in the e-commerce industry, during the Impact'20 conference:",1613100278877298
"Eleganckie i lekkie urządzenie  idealne na każdą okazję

Niezawodny i kompaktowy laptop z procesorem Intel Core 10 Gen i systemem Windows 10 ułatwi Ci codzienne zadania. Sprawdź! 👉 http://msft.it/6184pKpui",pl,1.0,"Elegant and lightweight, perfect for any occasion

A reliable and compact laptop with an Intel Core 10 Gen processor and Windows 10 will make your daily tasks easier. Check! 👉 http://msft.it/6184pKpui",1612302108957115
Odkryj konsole Xbox Series X|S - spełnienie marzeń pod każdym względem. 👉 http://msft.it/6182pKT76,pl,1.0,Discover Xbox Series X|S - a dream come true in every way. 👉 http://msft.it/6182pKT76,1612294132291246
"Rumuński Uniwersytet Techniczny w Cluj-Napoca (TUCN) wykorzystuje technologię oraz wirtualną komunikację do nauki. Korzystając z usługi Office 365  wzbogacają edukację i zmniejszają obciążenie pracą akademicką.
Dowiedz się  jak uniwersytet na nowo definiuję naukę z Microsoft (EN):",pl,0.97,"The Romanian Technical University Cluj-Napoca (TUCN) uses technology and virtual communication for learning. By using Office 365, they enrich education and reduce academic workload.
Learn how the university redefines science with Microsoft:",1611761649011161
"Podczas ostatniego wydarzenia online SAP on Azure  Mark Loughran  Dyrektor Generalny Microsoft w Polsce oraz Thomas Duschek  Dyrektor Zarządzający SAP Polska podsumowali rok partnerstwa obu firm.
Dzięki nowej formule współdziałania oraz sieci partnerów  klienci obu firm przyspieszyli i zmodernizowali swoje strategie transformacyjne.
Zapraszamy do obejrzenia rozmowy pod linkiem http://msft.it/6182pJIis",pl,0.94,"During the recent SAP on Azure online event, Mark Loughran, CEO of Microsoft in Poland and Thomas Duschek, Managing Director of SAP Poland, summed up the year of partnership between the two companies.
Thanks to the new cooperation formula and the network of partners, the customers of both companies have accelerated and modernized their transformation strategies.
We invite you to watch the conversation at the link http://msft.it/6182pJIis",1611676179019708
"Zapraszamy do udziału w wirtualnych spotkaniach z serii Czwartki z Chmurą  podczas których eksperci z Microsoft  a także z wiodących firm partnerskich przedstawiają zalety i scenariusze wykorzystania chmury jako istotnego elementu cyfrowej transformacji procesów biznesowych.
Poznaj harmonogram najbliższych spotkań i zarejestruj się:",pl,1.0,"We invite you to participate in virtual meetings from the Thursdays with the Cloud series, during which experts from Microsoft and leading partner companies present the advantages and scenarios of using the cloud as an important element of digital transformation of business processes.
Get to know the schedule of the next meetings and register:",1892445694276087
