Original,Detected language,Detected language score,Translation,CommentID,PostID
How is it that Microsoft’s tech support can’t restore my Hotmail account. Haven’t you even heard of disaster recovery? 🤬,en,1.0,How is it that Microsoft’s tech support can’t restore my Hotmail account. Haven’t you even heard of disaster recovery? 🤬,10158694277838721,10158678471638721
El año pasado adquirí un producto Microsoft y a fecha de hoy el producto se ha desactivado. En el momento de la compra me enviaron un mail con los datos que ahora vuelvo a introducir pero no se vuelve a activar. Me gustaría saber como poder volver a activar el producto comprado el año pasado. Gracias. Mikel Los Fantasticos,es,1.0,Last year I acquired a Microsoft product and as of today the product has been deactivated. At the time of purchase they sent me an email with the data that I now re-enter but it is not activated again. I would like to know how to reactivate the product purchased last year. Thank you. Mikel The Fantastics,10158694256278721,10158678471638721
Yo trash company  why cant users COPY text from the DXDIAG window? Thanks  all the time saving people who uses this primitive OS.,en,1.0,Yo trash company  why cant users COPY text from the DXDIAG window? Thanks  all the time saving people who uses this primitive OS.,10158692995823721,10158678471638721
Microsoft so glad your customer service just hangs up on people when they ask for a supervisor to help better since the customer service rep can’t help. Which by the way kept calling me by the wrong name.,en,1.0,Microsoft so glad your customer service just hangs up on people when they ask for a supervisor to help better since the customer service rep can’t help. Which by the way kept calling me by the wrong name.,10158692122593721,10158678471638721
Microsoft has not a good contact form.No sale representativesor anything! I cannot contact anyone without verifying my account and apparently i have lost some info because i cant get logged in.,en,1.0,Microsoft has not a good contact form. No sale representativesor anything! I cannot contact anyone without verifying my account and apparently i have lost some info because i cant get logged in.,10158690571643721,10158678471638721
Your two step verification is completely to long and your help call center is down and you can’t get your stupid website to go to help. Someone should sue you idiots for tricking people into moving to your fake verification that now added 8 text just to sign in. Stupid setup you have and whoever designed it needs to be fired.,en,1.0,Your two step verification is completely to long and your help call center is down and you can’t get your stupid website to go to help. Someone should sue you idiots for tricking people into moving to your fake verification that now added 8 text just to sign in. Stupid setup you have and whoever designed it needs to be fired.,10158689666063721,10158678471638721
Load up on XRP and Safegamecash.net during the limited pre sale and screw the main stream media. This is where the money is at. Esp in gaming https://m.youtube.com/watch?v=7bCec3OBfo8,en,1.0,Load up on XRP and Safegamecash.net during the limited pre sale and screw the main stream media. This is where the money is at. Esp in gaming https://m.youtube.com/watch?v=7bCec3OBfo8,10158689300718721,10158678471638721
Microsoft is EVIL.I getting charged from them and I didn't purchase anything. Twice now I've had to call my bank.You try to call them with that number and they refer you to the so called website. Then they don't let you contact anyone there either,en,1.0,Microsoft is EVIL. I getting charged from them and I didn't purchase anything. Twice now I've had to call my bank. You try to call them with that number and they refer you to the so called website. Then they don't let you contact anyone there either,10158689008058721,10158678471638721
Co to je doprčič jaktože nemá windows 10 technickou podporu co je tohle za společnost?,cs,1.0,What is this doprčič how does windows 10 not have technical support what is this company?,10158685730083721,10158678471638721
Their is what a who is allready aware of what it could do or will doTalk all about itGo to a who that has what is true about it^|||What gets canceledMoneyProduct?Ingredients?What is trueWhat is not true,en,1.0,Their is what a who is allready aware of what it could do or will doTalk all about itGo to a who that has what is true about it^||| What gets canceledMoneyProduct? Ingredients? What is trueWhat is not true,10158685322868721,10158678471638721
World bank is not real. Mr. Jim Yong Kim has no money.,en,1.0,World bank is not real. Mr. Jim Yong Kim has no money.,10158685235658721,10158678471638721
Android was the owner of microsoft.,en,1.0,Android was the owner of microsoft.,10158685207443721,10158678471638721
Windows Modules Installer Worker buttfucks my hard drive for up to 10 minutes every time I wake up or power on. Then WAAS medic slips it up the poopchute for a while. Is there any resolution to this?,en,1.0,Windows Modules Installer Worker buttfucks my hard drive for up to 10 minutes every time I wake up or power on. Then WAAS medic slips it up the poopchute for a while. Is there any resolution to this?,10158684013963721,10158678471638721
Dear Microsoft My best friend who’s family has received the news no parents would ever want  their child was diagnosed with leukemia. I am helping along with other to fundraise for their treatment. No child should ever have to battle this  yet here we are. If there was a way for a company like yours to impact the scales of hope or promote this cause the cosmos would be grateful. Be well.https://gofund.me/03534ccf,en,1.0,Dear Microsoft My best friend who’s family has received the news no parents would ever want  their child was diagnosed with leukemia. I am helping along with other to fundraise for their treatment. No child should ever have to battle this  yet here we are. If there was a way for a company like yours to impact the scales of hope or promote this cause the cosmos would be grateful. Be well.https://gofund.me/03534ccf,10158682282743721,10158678471638721
"My account was hacked  my personal info was stolen and after multiple attempts to recover the account and ""verify"" my identity.....nothing.No online chat. No help.What are you doing to help your customers @microsoft???? You're preventing people from accessing important information in their inboxes because you don't have customer service that can help.",en,1.0,"My account was hacked  my personal info was stolen and after multiple attempts to recover the account and ""verify"" my identity..... nothing. No online chat. No help. What are you doing to help your customers @microsoft???? You're preventing people from accessing important information in their inboxes because you don't have customer service that can help.",10158681786153721,10158678471638721
